,Id,A_Score,Q_Score,Tag,Title,Q_Body,A_Body,P_Title_wo_freq,P_Q_Body_wo_freq,P_A_Body_wo_freq,ProcessedText
390,24255270,10,10,swift,Failed on using Swift to implement in-app email,"<p>I want to use swift to implement in-app email. When I click the button, the email window pops up. However, I am unable to send my email. Moreover, after I click cancel-delete draft, I cannot go back to the original screen.</p>

<pre><code>import UIkit
import MessageUI


class Information : UIViewController, MFMailComposeViewControllerDelegate{

    var myMail: MFMailComposeViewController!

    @IBAction func sendReport(sender : AnyObject) {

        if(MFMailComposeViewController.canSendMail()){
            myMail = MFMailComposeViewController()

            //myMail.mailComposeDelegate

            // set the subject
            myMail.setSubject(""My report"")

            //To recipients
            var toRecipients = [""lipeilin@gatech.edu""]
            myMail.setToRecipients(toRecipients)

            //CC recipients
            var ccRecipients = [""tzhang85@gatech.edu""]
            myMail.setCcRecipients(ccRecipients)

            //CC recipients
            var bccRecipients = [""tzhang85@gatech.edu""]
            myMail.setBccRecipients(ccRecipients)

            //Add some text to the message body
            var sentfrom = ""Email sent from my app""
            myMail.setMessageBody(sentfrom, isHTML: true)

            //Include an attachment
            var image = UIImage(named: ""Gimme.png"")
            var imageData = UIImageJPEGRepresentation(image, 1.0)

            myMail.addAttachmentData(imageData, mimeType: ""image/jped"", fileName:     ""image"")

            //Display the view controller
            self.presentViewController(myMail, animated: true, completion: nil)
        }
        else{
            var alert = UIAlertController(title: ""Alert"", message: ""Your device cannot send emails"", preferredStyle: UIAlertControllerStyle.Alert)
            alert.addAction(UIAlertAction(title: ""OK"", style: UIAlertActionStyle.Default, handler: nil))
            self.presentViewController(alert, animated: true, completion: nil)


        }
    }




func mailComposeController(controller: MFMailComposeViewController!,
    didFinishWithResult result: MFMailComposeResult,
    error: NSError!){

        switch(result.value){
        case MFMailComposeResultSent.value:
            println(""Email sent"")

        default:
            println(""Whoops"")
        }

        self.dismissViewControllerAnimated(true, completion: nil)

}
}
</code></pre>
","<p>Since you haven't set the current view controller as the <code>mailComposeDelegate</code> of <code>myMail</code>, the <code>mailComposeController:didFinishWithResult</code> method isn't being called.  After you init <code>myMail</code>, make sure to add:</p>

<pre><code>myMail.mailComposeDelegate = self
</code></pre>

<p>and you'll be good to go</p>
",fail implement inapp email,want implement inapp email click button email window pop up howev unabl send email moreov click canceldelet draft cannot go back origin screen import uikit import messageui inform uiviewcontrol mfmailcomposeviewcontrollerdeleg mymail mfmailcomposeviewcontrol sendreportsend anyobject ifmfmailcomposeviewcontrollercansendmail mymail mfmailcomposeviewcontrol mymailmailcomposedeleg set subject mymailsetsubjectmi report to recipi torecipi lipeilinedu mymailsettorecipientstorecipi cc recipi ccrecipi tzhang85edu mymailsetccrecipientsccrecipi cc recipi bccrecipi tzhang85edu mymailsetbccrecipientsccrecipi add text messag bodi sentfrom email sent app mymailsetmessagebodysentfrom ishtml true includ attach imag uiimagenam gimmepng imagedata uiimagejpegrepresentationimag 10 mymailaddattachmentdataimagedata mimetyp imagejp filenam imag display view control selfpresentviewcontrollermymail anim true complet nil els alert uialertcontrollertitl alert messag your devic cannot send email preferredstyl uialertcontrollerstylealert alertaddactionuialertactiontitl ok style uialertactionstyledefault handler nil selfpresentviewcontrolleralert anim true complet nil mailcomposecontrollercontrol mfmailcomposeviewcontrol didfinishwithresult result mfmailcomposeresult nserror switchresultvalu case mfmailcomposeresultsentvalu printlnemail sent default printlnwhoop selfdismissviewcontrolleranimatedtru complet nil,sinc set current view control mailcomposedeleg mymail mailcomposecontrollerdidfinishwithresult method call init mymail make sure add mymailmailcomposedeleg self shall good go,fail implement inapp email want implement inapp email click button email window pop up howev unabl send email moreov click canceldelet draft cannot go back origin screen import uikit import messageui inform uiviewcontrol mfmailcomposeviewcontrollerdeleg mymail mfmailcomposeviewcontrol sendreportsend anyobject ifmfmailcomposeviewcontrollercansendmail mymail mfmailcomposeviewcontrol mymailmailcomposedeleg set subject mymailsetsubjectmi report to recipi torecipi lipeilinedu mymailsettorecipientstorecipi cc recipi ccrecipi tzhang85edu mymailsetccrecipientsccrecipi cc recipi bccrecipi tzhang85edu mymailsetbccrecipientsccrecipi add text messag bodi sentfrom email sent app mymailsetmessagebodysentfrom ishtml true includ attach imag uiimagenam gimmepng imagedata uiimagejpegrepresentationimag 10 mymailaddattachmentdataimagedata mimetyp imagejp filenam imag display view control selfpresentviewcontrollermymail anim true complet nil els alert uialertcontrollertitl alert messag your devic cannot send email preferredstyl uialertcontrollerstylealert alertaddactionuialertactiontitl ok style uialertactionstyledefault handler nil selfpresentviewcontrolleralert anim true complet nil mailcomposecontrollercontrol mfmailcomposeviewcontrol didfinishwithresult result mfmailcomposeresult nserror switchresultvalu case mfmailcomposeresultsentvalu printlnemail sent default printlnwhoop selfdismissviewcontrolleranimatedtru complet nil
389,24255020,46,10,swift,Swift: NSDate formatting with strftime & localtime,"<p>How do I convert the following Objective-C code into Swift code?</p>

<pre><code>#define MAX_SIZE 11
char buffer[MAX_SIZE];
time_t time = [[NSDate date] timeIntervalSince1970];
strftime(buffer, MAX_SIZE, ""%-l:%M\u2008%p"", localtime(&amp;time));
NSString *dateString = [NSString stringWithUTF8String:buffer];
NSLog(@""dateString: %@"", dateString); // dateString: 11:56âPM
</code></pre>

<p>I'm formatting a <code>date</code>.</p>
","<p>As the commentators @BryanChen and @JasonCoco said, use NSDateFormatter.</p>

<pre><code>let dateFormatter = NSDateFormatter()
dateFormatter.dateFormat = ""yyyy-MM-dd 'at' h:mm a"" // superset of OP's format
let str = dateFormatter.stringFromDate(NSDate())
</code></pre>

<p>A full description of the format strings is available in  <a href=""https://developer.apple.com/library/ios/documentation/cocoa/Conceptual/DataFormatting/Articles/dfDateFormatting10_4.html#//apple_ref/doc/uid/TP40002369-SW1"">""Data Formatting Guide""</a>.</p>
",nsdate format strftime localtim,convert follow objectivec code code defin maxsiz 11 char buffermaxs timet time nsdate date timeintervalsince1970 strftimebuff maxsiz lmu2008p localtimeamptim nsstring datestr nsstring stringwithutf8stringbuff nslogdatestr datestr datestr 1156pm format date,comment said nsdateformatt dateformatt nsdateformatt dateformatterdateformat yyyymmdd at hmm a superset op format str dateformatterstringfromdatensd full descript format avail data format guid,nsdate format strftime localtim convert follow objectivec code code defin maxsiz 11 char buffermaxs timet time nsdate date timeintervalsince1970 strftimebuff maxsiz lmu2008p localtimeamptim nsstring datestr nsstring stringwithutf8stringbuff nslogdatestr datestr datestr 1156pm format date
388,24255020,-1,10,swift,Swift: NSDate formatting with strftime & localtime,"<p>How do I convert the following Objective-C code into Swift code?</p>

<pre><code>#define MAX_SIZE 11
char buffer[MAX_SIZE];
time_t time = [[NSDate date] timeIntervalSince1970];
strftime(buffer, MAX_SIZE, ""%-l:%M\u2008%p"", localtime(&amp;time));
NSString *dateString = [NSString stringWithUTF8String:buffer];
NSLog(@""dateString: %@"", dateString); // dateString: 11:56âPM
</code></pre>

<p>I'm formatting a <code>date</code>.</p>
","<pre><code>    let maxSize: UInt = 11
    var buffer: CChar[] = CChar[](count: Int(maxSize), repeatedValue: 0)
    var time: time_t = Int(NSDate().timeIntervalSince1970)
    var length = strftime(&amp;buffer, maxSize, ""%-l:%M\u2008%p"", localtime(&amp;time))
    var dateString = NSString(bytes: buffer, length: Int(length), encoding: NSUTF8StringEncoding)
    NSLog(""dateString: %@"", dateString) // dateString: 11:56âPM
</code></pre>
",nsdate format strftime localtim,convert follow objectivec code code defin maxsiz 11 char buffermaxs timet time nsdate date timeintervalsince1970 strftimebuff maxsiz lmu2008p localtimeamptim nsstring datestr nsstring stringwithutf8stringbuff nslogdatestr datestr datestr 1156pm format date,maxsiz uint 11 buffer cchar ccharcount intmaxs repeatedvalu 0 time timet intnsdatetimeintervalsince1970 length strftimeampbuff maxsiz lmu2008p localtimeamptim datestr nsstringbyt buffer length intlength encod nsutf8stringencod nslogdatestr datestr datestr 1156pm,nsdate format strftime localtim convert follow objectivec code code defin maxsiz 11 char buffermaxs timet time nsdate date timeintervalsince1970 strftimebuff maxsiz lmu2008p localtimeamptim nsstring datestr nsstring stringwithutf8stringbuff nslogdatestr datestr datestr 1156pm format date
242,24099210,18,10,swift,Unknown type name for swift property,"<p>I have a CustomViewController class written in swift and a CustomNavigationController class written in Objective C. I'm trying to add my CustomNavigationController as a property to my CustomViewController. I've added <code>#import ""CustomNavigationController.h""</code> to my bridging header. </p>

<p>In my CustomViewController I have:</p>

<pre><code>class CustomViewController: UIViewController {

    var navController: CustomNavigationController?
...
//init methods


...


 override func viewDidLoad() {
        super.viewDidLoad()

        //Set up Navigation Controller
        navController = self.storyboard.instantiateViewControllerWithIdentifier(""CustomNavigationController"") as CustomNavigationController!
}
</code></pre>

<p>There are no errors until I try to build and run...I get ""unknown type name 'CustomNavigationController'; did you mean 'UINavigationController'?""</p>

<p>Does anyone know why it doesn't recognize the type?</p>
","<p>In your Objective-C code, you are somewhere importing the automatically generated <code>-Swift.h</code> header. In that same code, <em>before</em> that <code>#import</code> line, insert <code>#import ""CustomNavigationController.h""</code>. The order of these two <code>#import</code> statements is crucial!</p>

<p>This will solve the problem by making sure that CustomNavigationController is in the namespace before the automatically generated <code>-Swift.h</code> header, and so the latter will know about the former and all will be well. </p>

<p>This is something of an annoyance if that Objective-C class had no need to know about CustomNavigationController, but it solves the problem going forward and allows you to continue to work with your hybrid project.</p>
",unknown name properti,customviewcontrol written customnavigationcontrol written object c add customnavigationcontrol properti customviewcontrol ad import customnavigationcontrollerh bridg header customviewcontrol have customviewcontrol uiviewcontrol navcontrol customnavigationcontrol init method overrid viewdidload superviewdidload set navig control navcontrol selfstoryboardinstantiateviewcontrollerwithidentifiercustomnavigationcontrol customnavigationcontrol build runi get unknown type name customnavigationcontrol mean uinavigationcontrol anyon know recogn type,objectivec somewher import automat gener swifth header import line insert import customnavigationcontrollerh order two import statement crucial solv problem make sure customnavigationcontrol namespac automat gener swifth header latter know former well someth annoy objectivec need know customnavigationcontrol solv problem go forward allow continu work hybrid project,unknown name properti customviewcontrol written customnavigationcontrol written object c add customnavigationcontrol properti customviewcontrol ad import customnavigationcontrollerh bridg header customviewcontrol have customviewcontrol uiviewcontrol navcontrol customnavigationcontrol init method overrid viewdidload superviewdidload set navig control navcontrol selfstoryboardinstantiateviewcontrollerwithidentifiercustomnavigationcontrol customnavigationcontrol build runi get unknown type name customnavigationcontrol mean uinavigationcontrol anyon know recogn type
143,24043240,3,10,swift,Is it possible to import third-party Objective-C code into a Swift playground?,"<p>As suggested <a href=""https://developer.apple.com/library/prerelease/ios/documentation/swift/conceptual/buildingcocoaapps/MixandMatch.html#//apple_ref/doc/uid/TP40014216-CH10-XID_75"" rel=""nofollow"">here</a> I've been able to import my existing Objective-C code into a .swift file via the bridging header. As of yet I've been unable to do something similar with a swift playground - it does not seem to recognise the header in the same way that a swift file does.</p>

<p>Interestingly, and possibly suggestive of a negative to my question is that playgrounds do not appear to share the concept of target membership like .swift/.m</p>

<p>Anyone had any success with this or perhaps a different mechanism?</p>
","<p>See <a href=""https://developer.apple.com/library/prerelease/ios/documentation/swift/conceptual/buildingcocoaapps/MixandMatch.html#//apple_ref/doc/uid/TP40014216-CH10-XID_75"" rel=""nofollow"">Using Swift with Cocoa and Objective-C</a> for how to set up an Xcode project for importing Swift into Objective-C. Then create a playground <em>in that project</em> and the playground should be able to work with any of the ObjC classes in the project.</p>
",possibl import thirdparti objectivec code playground,suggest abl import exist objectivec code file via bridg header yet unabl someth similar playground seem recognis header way file doe interestingli possibl suggest neg question playground appear share concept target membership like swiftm anyon success perhap differ mechan,see cocoa objectivec set xcode project import objectivec creat playground project playground abl work objc project,possibl import thirdparti objectivec code playground suggest abl import exist objectivec code file via bridg header yet unabl someth similar playground seem recognis header way file doe interestingli possibl suggest neg question playground appear share concept target membership like swiftm anyon success perhap differ mechan
410,24268690,3,10,swift,How can I identify uppercase and lowercase characters in a string with swift?,"<p>This is what I have so far (for testing purpose):</p>

<pre><code>let string = ""The quick BroWn fOX jumpS Over tHe lazY DOg""

for chr in string {
    if isupper(String(chr)) {
        print(String(chr).lowercaseString)
        continue
    }
    print(chr)
}
</code></pre>

<p>how can I test for uppercase and lowercase characters?</p>

<p>I know I can call C functions from swift, but this does not seems to be correct for me.  How can I do this with swift only?</p>
","<p>Cleaner, but possibly slower than looping:</p>

<pre><code>let str = ""The quick BroWn fOX jumpS Over tHe lazY DOg""
let nonUpperCase = NSCharacterSet.uppercaseLetterCharacterSet().invertedSet
let letters = str.componentsSeparatedByCharactersInSet(nonUpperCase)
"""".join(letters) // ""TBWOXSOHYDO""
</code></pre>
",identifi uppercas lowercas charact string,far for test purpos the quick brown fox jump lazi dog chr isupperstringchr printstringchrlowercasestr continu printchr test uppercas lowercas charact know call c function seem correct me onli,cleaner possibl slower loop str the quick brown fox jump lazi dog nonuppercas nscharactersetuppercaselettercharactersetinvertedset letter strcomponentsseparatedbycharactersinsetnonuppercas joinlett tbwoxsohydo,identifi uppercas lowercas charact string far for test purpos the quick brown fox jump lazi dog chr isupperstringchr printstringchrlowercasestr continu printchr test uppercas lowercas charact know call c function seem correct me onli
645,24863550,23,10,swift,Using sockets in Swift like in Java,"<p>If I wanted to connect to a server, in Java I would open a Socket and initialize it with port and host address, then retrieve the input/output streams and read/write whatever I want.</p>

<p>In Swift I'm having hard time doing so since it's not built that way and I would really like to see a simple example of how to connect to a server, retrieve the streams and use them.</p>

<h2>EDIT1:</h2>

<p>This is the tested code after what @Grimxn referenced.</p>

<pre><code>var host = ""http://google.com""
var readStream :CFReadStreamRef
var writeStream :CFWriteSteamRef
var socket = CFStreamCreatePairWithSocketToHost(nil, host, 80, readStream, writeStream)
</code></pre>

<h2><strong>Main issues:</strong></h2>

<ol>
<li><p>Initializing the two streams above also require the use of <em>CFAllocator</em> which I know nothing about. Using <em>kCFAllocatorDefault</em> did not quite help, same errors.</p></li>
<li><p>The above code returns this error: <strong>Cannot Convert the expression's type 'Void' to type UInt32</strong>.</p></li>
<li><p>When I construct a UInt32 using <strong><em>UInt32(80)</em></strong> for example, the error is: <strong><em>Could not find an overload for 'init' that accepts the supplied argument.</em></strong></p></li>
</ol>

<p>I appreciate any help!</p>
","<p>I have figured it myself, for those who look for an explanation read ahead;</p>

<p>There are multiple ways of using Sockets to communicate with local application or a remote server.</p>

<p>The problem described in the original post was to get the Input/Output streams and get them to work. <strong>(At the end of this post there's a reference to another post of mine explaining how to use those streams)</strong></p>

<p>The <em>NSStream</em> class has a static method (class function in swift) called <strong><em>getStreamsToHost</em></strong>.
All you have to prepare is a NSHost objected initialized with a real host address, a port number, a reference to a NSInputStream obj and also for a NSOutputStream obj.
Then, you can use the streams as shown here and explained in the <a href=""http://stackoverflow.com/questions/24840297/swift-only-reading-from-nsinputstream/25284703#25284703"">reference post</a>.</p>

<p>look at this simple code;</p>

<pre><code>let addr = ""127.0.0.1""
let port = 4000

var host :NSHost = NSHost(address: addr)
var inp :NSInputStream?
var out :NSOutputStream?

NSStream.getStreamsToHost(host, port: port, inputStream: &amp;inp, outputStream: &amp;out)

let inputStream = inp!
let outputStream = out!
inputStream.open()
outputStream.open()

var readByte :UInt8 = 0
while inputStream.hasBytesAvailable {
    inputStream.read(&amp;readByte, maxLength: 1)
}

// buffer is a UInt8 array containing bytes of the string ""Jonathan Yaniv."".
outputStream.write(&amp;buffer, maxLength: buffer.count)
</code></pre>

<p>Before executing this simple code, I launched ncat to listen on port 4000 in my terminal and typed ""Hello !"" and left the socket opened for communication.</p>

<pre><code>Jonathans-MacBook-Air:~ johni$ ncat -l 4000
Hello !
Jonathan Yaniv.
Jonathans-MacBook-Air:~ johni$ 
</code></pre>

<p>After launching the code, you can see that I have received the string  ""Jonathan Yaniv.\n"" to the terminal before the socket was closed.</p>

<p>I hope this saved some headache to some of you. 
If you have more questions give it a shot, I hope I'll be able to answer it.</p>

<p><strong>The &amp; notation is explained in this post.</strong> <a href=""http://stackoverflow.com/questions/24840297/swift-only-reading-from-nsinputstream/25284703#25284703"">(Reference to NSInputStream read use)</a></p>
",socket like java,want connect server java would open socket initi port host address retriev inputoutput stream readwrit whatev want hard time sinc built way would realli like see simpl exampl connect server retriev stream them edit1 test code referenc host readstream cfreadstreamref writestream cfwritesteamref socket cfstreamcreatepairwithsockettohostnil host 80 readstream writestream main issu initi two stream also requir cfalloc know noth about kcfallocatordefault quit help code cannot convert express type void type uint32 construct uint32 uint3280 exampl is could find overload init accept suppli argument appreci help,figur myself look explan read ahead multipl way socket commun local applic remot server problem describ origin post get inputoutput stream get work at end post refer anoth post mine explain stream nsstream static method function call getstreamstohost prepar nshost object initi real host address port number refer nsinputstream obj also nsoutputstream obj then stream shown explain refer post look simpl addr 127001 port 4000 host nshost nshostaddress addr inp nsinputstream nsoutputstream nsstreamgetstreamstohosthost port port inputstream ampinp outputstream ampout inputstream inp outputstream out inputstreamopen outputstreamopen readbyt uint8 0 inputstreamhasbytesavail inputstreamreadampreadbyt maxlength 1 buffer uint8 array contain byte jonathan yaniv outputstreamwriteampbuff maxlength buffercount execut simpl launch ncat listen port 4000 termin type hello left socket open commun jonathansmacbookair johni ncat l 4000 hello jonathan yaniv jonathansmacbookair johni launch see receiv jonathan yanivn termin socket close hope save headach you question give shot hope abl answer it amp notat explain post refer nsinputstream read,socket like java want connect server java would open socket initi port host address retriev inputoutput stream readwrit whatev want hard time sinc built way would realli like see simpl exampl connect server retriev stream them edit1 test code referenc host readstream cfreadstreamref writestream cfwritesteamref socket cfstreamcreatepairwithsockettohostnil host 80 readstream writestream main issu initi two stream also requir cfalloc know noth about kcfallocatordefault quit help code cannot convert express type void type uint32 construct uint32 uint3280 exampl is could find overload init accept suppli argument appreci help
233,24092540,1,10,swift,How to include optional in array in Swift,"<p>I want to insert an optional in an array as follows</p>

<pre><code>let arr: AnyObject[] = [1, 2, nil, 4, 5]
</code></pre>

<p>The following expression throws a compile error saying</p>

<pre><code>Cannot convert the expression's type 'AnyObject[]' to type 'AnyObject'
</code></pre>

<p>How can I made this work? I need optional or nil value in the array even though I know I shouldn't.</p>
","<p>It's a cheat, but if you're using the nil as a sentinel it might be advisable to just use Tuples, one element being a <code>Bool</code> to rep the validity of the second.</p>

<pre><code>var arr = [(true, 1), (true, 2) , (false, 0) , (true, 4),(true,5)]
</code></pre>
",includ option,want insert option array follow arr anyobject 1 2 nil 4 5 follow express throw compil say cannot convert express type anyobject type anyobject made work need option nil valu array even though know shouldnt,cheat nil sentinel might advis tupl one element bool rep valid second arr true 1 true 2 fals 0 true 4true5,includ option want insert option array follow arr anyobject 1 2 nil 4 5 follow express throw compil say cannot convert express type anyobject type anyobject made work need option nil valu array even though know shouldnt
589,24717460,5,10,swift,Can't make weak reference to closure in Swift,"<p><strong>Update:</strong> I tried writing it without making it weak, and there doesn't seem to be a leak. So maybe the question is no longer necessary.</p>

<hr>

<p>In Objective-C ARC, when you want to have a closure be able to use itself inside of the closure, the block cannot capture a strong reference to itself, or it will be a retain cycle, so instead you can make the closure capture a weak reference to itself, like so:</p>

<pre><code>// This is a simplified example, but there are real uses of recursive closures
int (^fib)(int);
__block __weak int (^weak_fib)(int);
weak_fib = fib = ^(int n) {
  if (n &lt; 2)
    return n;
  else
    return weak_fib(n-1) + weak_fib(n-2);
};
</code></pre>

<p>I tried to translate this to Swift:</p>

<pre><code>var fib: (Int -&gt; Int)?
fib = { [weak fib] (n: Int) in // 'weak' cannot be applied to non-class type 'Int -&gt; Int'
  if n &lt; 2 {
    return n
  } else {
    return fib!(n-1) + fib!(n-2)
  }
}
</code></pre>

<p>However, the Swift compiler won't allow me to declare a function to be captured weakly (<code>'weak' cannot be applied to non-class type 'Int -&gt; Int'</code>). <code>[unowned fib]</code> also doesn't work (<code>'unowned' cannot be applied to non-class type '(Int -&gt; Int)?'</code>).</p>

<p>I know that functions are not class types in Swift. However, they are reference types and they do participate in reference counting. Therefore, shouldn't there be a way to make them weak or unowned references?</p>

<p>How would I write a recursive closure in Swift that doesn't have a retain cycle?</p>
","<p>Looks like this isn't possible at the moment; you might want to <a href=""http://bugreport.apple.com"">file a bug</a>.</p>

<p>But you can use an actual <code>func</code>tion to achieve the same thing:</p>

<pre><code>func fib(n: Int) -&gt; Int {
    if n &lt; 2 {
        return n
    } else {
        return fib(n-1) + fib(n-2)
    }
}

fib(10) // 55
</code></pre>

<p><strong>Computer science fun time!</strong> For a more direct translation of your code, we can use <a href=""https://en.wikipedia.org/wiki/Fixed-point_combinator#Strict_fixed_point_combinator"">the Z combinator</a>, with help from Swift's built-in curried function definitions:</p>

<pre><code>func Z&lt;T, U&gt;(f: (T -&gt; U, T) -&gt; U)(x: T) -&gt; U {
    return f(Z(f), x)
}

let fib = Z { (fib: Int -&gt; Int, n: Int) in
    if n &lt; 2 {
        return n
    } else {
        return fib(n-1) + fib(n-2)
    }
}

fib(x: 10) // 55

// (Note the name 'x' should not be required here.
//  It seems seems to be a bug in Beta 3, since the curried function in the
//  Swift guide doesn't work as advertised either.)
</code></pre>
",make weak refer closur,updat write without make weak seem leak mayb question longer necessari objectivec arc want closur abl insid closur block cannot captur strong refer itself retain cycl instead make closur captur weak refer itself like so simplifi exampl real recurs closur int fibint block weak int weakfibint weakfib fib int n n lt 2 n els weakfibn1 weakfibn2 translat fib int gt int fib weak fib n int weak cannot appli nonclass type int gt int n lt 2 n els fibn1 fibn2 howev compil allow declar function captur weakli weak cannot appli nonclass type int gt int unown fib also work unown cannot appli nonclass type int gt int know function type howev refer type particip refer count therefor way make weak unown refer would write recurs closur retain cycl,look like possibl moment might want file bug actual function achiev thing fibn int gt int n lt 2 n els fibn1 fibn2 fib10 55 comput scienc fun time direct translat z combin help builtin curri function definit zltt ugtf t gt u t gt ux t gt u fzf x fib z fib int gt int n int n lt 2 n els fibn1 fibn2 fibx 10 55 note name x requir here seem seem bug beta 3 sinc curri function guid work advertis either,make weak refer closur updat write without make weak seem leak mayb question longer necessari objectivec arc want closur abl insid closur block cannot captur strong refer itself retain cycl instead make closur captur weak refer itself like so simplifi exampl real recurs closur int fibint block weak int weakfibint weakfib fib int n n lt 2 n els weakfibn1 weakfibn2 translat fib int gt int fib weak fib n int weak cannot appli nonclass type int gt int n lt 2 n els fibn1 fibn2 howev compil allow declar function captur weakli weak cannot appli nonclass type int gt int unown fib also work unown cannot appli nonclass type int gt int know function type howev refer type particip refer count therefor way make weak unown refer would write recurs closur retain cycl
527,24561490,0,10,swift,"swift protocol, IBOutlet property cannot have non-object type","<p>I would like to wire up a custom swift delegate in IB. The delegate is an object that implements a certain protocol in swift. </p>

<pre><code>protocol ThumbnailTableViewCellDelegate {
    func cellWasTouched(thumbnail: Bool, cell: UITableViewCell)
}

class ThumbnailTableViewCell: UITableViewCell {
    @IBOutlet var thumbnailTableViewCellDelegate: ThumbnailTableViewCellDelegate?
}
</code></pre>

<p>unfortunately, the compiler complains with:</p>

<pre><code>error: 'IBOutlet' property cannot have non-object type 'ThumbnailTableViewCellDelegate'
    @IBOutlet var thumbnailTableViewCellDelegate: ThumbnailTableViewCellDelegate?
    ^~~~~~~~~
</code></pre>
","<p>A variable of protocol type might not be an object, because structs and enums can conform to protocols too. To ensure that a protocol can only be conformed to by classes, you can declare the protocol with <code>@class_protocol</code>.</p>
",iboutlet properti nonobject,would like wire custom deleg ib deleg object implement certain protocol protocol thumbnailtableviewcelldeleg cellwastouchedthumbnail bool cell uitableviewcel thumbnailtableviewcel uitableviewcel thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg unfortun compil complain with iboutlet properti cannot nonobject type thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg,variabl protocol type might object struct enum conform protocol too ensur protocol conform declar protocol,iboutlet properti nonobject would like wire custom deleg ib deleg object implement certain protocol protocol thumbnailtableviewcelldeleg cellwastouchedthumbnail bool cell uitableviewcel thumbnailtableviewcel uitableviewcel thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg unfortun compil complain with iboutlet properti cannot nonobject type thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg
526,24561490,-1,10,swift,"swift protocol, IBOutlet property cannot have non-object type","<p>I would like to wire up a custom swift delegate in IB. The delegate is an object that implements a certain protocol in swift. </p>

<pre><code>protocol ThumbnailTableViewCellDelegate {
    func cellWasTouched(thumbnail: Bool, cell: UITableViewCell)
}

class ThumbnailTableViewCell: UITableViewCell {
    @IBOutlet var thumbnailTableViewCellDelegate: ThumbnailTableViewCellDelegate?
}
</code></pre>

<p>unfortunately, the compiler complains with:</p>

<pre><code>error: 'IBOutlet' property cannot have non-object type 'ThumbnailTableViewCellDelegate'
    @IBOutlet var thumbnailTableViewCellDelegate: ThumbnailTableViewCellDelegate?
    ^~~~~~~~~
</code></pre>
","<p>IBOutlets are to indicate a pointer to an object stored in a nib (or storyboard) file. A protocol is not an object, therefore you can't have one in a nib file. Make the type of the IBOutlet var to be the type of the actual object you have in the nib.</p>
",iboutlet properti nonobject,would like wire custom deleg ib deleg object implement certain protocol protocol thumbnailtableviewcelldeleg cellwastouchedthumbnail bool cell uitableviewcel thumbnailtableviewcel uitableviewcel thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg unfortun compil complain with iboutlet properti cannot nonobject type thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg,iboutlet indic pointer object store nib or storyboard file protocol object therefor cannot one nib file make type iboutlet type actual object nib,iboutlet properti nonobject would like wire custom deleg ib deleg object implement certain protocol protocol thumbnailtableviewcelldeleg cellwastouchedthumbnail bool cell uitableviewcel thumbnailtableviewcel uitableviewcel thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg unfortun compil complain with iboutlet properti cannot nonobject type thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg thumbnailtableviewcelldeleg
