,Id,A_Score,Q_Score,Tag,Title,Q_Body,A_Body
687,24984650,1,23,swift,AutoLayout breaks constraints when layoutIfNeeded() is called,"<p>I'm trying to implement a dynamic height <code>UITaleViewCell</code> in <code>UITableView</code> with XCode6 using Swift.</p>

<p>I laid out my cell as following, by setting up the constraints graphically(Screenshot is from XCode5, because of NDA on XCode6). I also set the BodyLabel's Line Break property to 'Word Wrap', and set the Line number to '0' to allow multiple lines.</p>

<p><img src=""http://i.stack.imgur.com/tte6b.png"" alt=""enter image description here""></p>

<p>Now if I just set up the cell's contents inside <code>tableView(tableView: UITableView?, cellForRowAtIndexPath indexPath: NSIndexPath?)</code> method, then I get the dynamic height behavior correctly.</p>

<p>However, since I was following along tutorials available online(specifically <a href=""https://www.youtube.com/watch?v=6KImie4ZMwk&amp;index=2&amp;list=WL"">this one</a>), I added another method to determine the height of the cell with <code>tableView(tableView: UITableView!, heightForRowAtIndexPath indexPath: NSIndexPath!)</code>.
In the tutorial that I was following, it told me to add <code>cell.layoutIfNeeded()</code>, so I added that too. </p>

<pre><code>override func tableView(tableView: UITableView!, heightForRowAtIndexPath indexPath: NSIndexPath!) -&gt; CGFloat {

    var cell = tableView!.dequeueReusableCellWithIdentifier(kCellIdentifier) as GroupFeedCell

    // Configure the cell
    if let frc = self.fetchedResultsController {
        let feed = frc.objectAtIndexPath(indexPath) as GroupFeed
        cell.titleLabel.text = feed.name
        if let message = feed.message {
            cell.bodyLabel.text = message
        }
    }

    // Layout the cell
    cell.layoutIfNeeded()

    // Get the height
    var height : CGFloat = cell.contentView.systemLayoutSizeFittingSize(UILayoutFittingCompressedSize).height
    return height
}
</code></pre>

<p>However, when I ran the program, although the table view still displayed the dynamic heights of the cells correctly, it displayed the errors like this:</p>

<pre><code>2014-07-27 13:59:22.599 FBGroups[4631:979424] Unable to simultaneously satisfy constraints.
    Probably at least one of the constraints in the following list is one you don't want. Try this: (1) look at each    constraint and try to figure out which you don't expect; (2) find the code that added the unwanted constraint or    constraints and fix it. (Note: If you're seeing NSAutoresizingMaskLayoutConstraints that you don't understand, refer    to the documentation for the UIView property translatesAutoresizingMaskIntoConstraints) 
(
    ""&lt;NSLayoutConstraint:0x17809e780 H:[UILabel:0x14fd12f50'Body Label Contents...']-(8)-|   (Names:    '|':UITableViewCellContentView:0x178185d70 )&gt;"",
    ""&lt;NSLayoutConstraint:0x17809e7d0 H:|-(8)-[UILabel:0x14fd12f50'Body Label Contents...']   (Names:    '|':UITableViewCellContentView:0x178185d70 )&gt;"",
    ""&lt;NSLayoutConstraint:0x17809ea50 'UIView-Encapsulated-Layout-Width' H:[UITableViewCellContentView:0x178185d70(0)]&gt;""
)

Will attempt to recover by breaking constraint 
&lt;NSLayoutConstraint:0x17809e780 H:[UILabel:0x14fd12f50'Body Label Contents...']-(8)-|   (Names:     '|':UITableViewCellContentView:0x178185d70 )&gt;

Make a symbolic breakpoint at UIViewAlertForUnsatisfiableConstraints to catch this in the debugger.
The methods in the UIConstraintBasedLayoutDebugging category on UIView listed in &lt;UIKit/UIView.h&gt; may also be helpful.  
</code></pre>

<p>I tried to figure out what might have gone wrong, and spend good amount of time on it, and I figured out that whenever I delete <code>cell.layoutIfNeeded()</code> method, then the constraints error disappears.</p>

<p>And it seemed that among the constraints that are conflicting, <code>UIView-Encapsulated-Layout-Width</code> was not the one I added, and other than that, the all of the constraints looked innocent to me. I tried to search through what could generate <code>UIView-Encapsulated-Layout-Width</code> constraints, but I couldn't get the satisfying explanation in my situation. I would like to know what would be the cause of this error message and how to resolve this problem.</p>

<p>Also, can someone explain what would be the purpose of calling <code>cell.layoutIfNeeded()</code> method inside calculating height of the cell, and when it would be necessary? Most of the tutorials that were covering dynamic height <code>UITableViewCell</code> utilized this method, although my program still displayed cells correctly without that method call, and whenever I tried to use that method, it caused the exceptions.</p>
","<p>It could be that the conflicting constraints are because the first two constraints define the width of the label as being 16pts less than the width of the cell, but the third constraint, the <code>UIView-Encapsulated-Layout-Width</code> wants to make the label a different size.</p>

<p>You might try to lower the values of the content compression resistance/hugging properties to allow the label to ignore its intrinsic size.</p>
"
325,24163870,19,22,swift,"What does the ""Embedded Content Contains Swift Code"" build setting in Xcode 6 do?","<p>It's a new setting under ""Build Options"". What does it do? I can't seem to find any documentation about it. My guess is this: Does it have to be set to <code>YES</code> in a mixed Objective-C/Swift app to tell Xcode to link against the Swift Runtime?</p>
","<p>It does not need to be <em>Yes</em> for linking. This setting is only for when you have a pure Objective-C target that depends on a mixed-source or pure Swift target.</p>

<p>Description:</p>

<blockquote>
  <p>Enable this setting to indicate that content embedded in a target's product contains Swift code, so that the standard Swift libraries can be included in the product.  </p>
</blockquote>

<p>Also in the release note of Beta 7:</p>

<blockquote>
  <p>The build step which embeds the Swift standard libraries in a bundle now only runs for 
  application product types, and only if the application itself, independent of any embedded 
  content, contains Swift source files. When building an application that itself does not contain 
  Swift source files, but embeds other content like frameworks, XPC services, app extensions, 
  etc. that do contain Swift code, you must set the build setting ""Embedded Content Contains 
  Swift Code"" (EMBEDDED_CONTENT_CONTAINS_SWIFT). That way the Swift libraries will 
  be included in the application.</p>
</blockquote>

<p>Regards</p>
"
324,24163870,2,22,swift,"What does the ""Embedded Content Contains Swift Code"" build setting in Xcode 6 do?","<p>It's a new setting under ""Build Options"". What does it do? I can't seem to find any documentation about it. My guess is this: Does it have to be set to <code>YES</code> in a mixed Objective-C/Swift app to tell Xcode to link against the Swift Runtime?</p>
","<p>I don't believe that is required to have general interoperability between Swift and Objective-C. It's as simple as adding Swift code and editing the bridging header.</p>

<p>If you see any of the documentation about Extensions for iOS, the lingo mentions ""embedded"" quite a bit: embedded content, embedded frameworks, etc. Because Extensions are organized, built, and run quite differently from normal apps, I wouldn't be surprised that there's a build setting like this one pertaining to them. </p>
"
735,25104700,13,22,swift,Check if UserDefault exists - Swift,"<p>I'm trying to check if the a user default exists, seen below:</p>

<pre><code>func userAlreadyExist() -&gt; Bool {
    var userDefaults : NSUserDefaults = NSUserDefaults.standardUserDefaults()

    if userDefaults.objectForKey(kUSERID) {
        return true
    }

    return false
}
</code></pre>

<p>However, no mater what it will always return true even when the object doesn't exist yet? Is this the right way for checking existence ?</p>
","<p>Yes this is right way to check the <code>optional</code> have <code>nil</code> or any value <code>objectForKey</code> method returns <code>AnyObject?</code> which is <code>Implicit optional</code>.</p>

<p>So if <code>userDefaults.objectForKey(kUSERID)</code> have any value than it evaluates to <code>true</code>. if <code>userDefaults.objectForKey(kUSERID)</code> has <code>nil</code> value than it evaluates to <code>false</code>.</p>

<p>From swift programming <a href=""https://developer.apple.com/library/prerelease/mac/documentation/Swift/Conceptual/Swift_Programming_Language/TheBasics.html"">guide</a></p>

<blockquote>
  <p><strong>If Statements and Forced Unwrapping</strong>
  You can use an if statement to find out whether an optional contains a value. If an optional does have a value, it evaluates to
  true; if it has no value at all, it evaluates to false.</p>
</blockquote>

<p>Now there is a bug in simulators than after setting key in <code>userDefaults</code> they always remain set no matter you delete your app.You need to reset simulator.</p>

<p><strong>Reset your Simulator</strong> check this method before setting key in <code>userDefaults</code> or remove key <code>userDefaults.removeObjectForKey(kUSERID)</code> from <code>userDefaults</code>
 and  it will return <code>NO</code>.On devices it is resolved in <code>iOS8 beta4</code>.</p>
"
581,24708890,17,21,swift,"Why can this protocol ""only be used as a generic constraint""?","<p>I'm attempting to do the following in Swift:</p>

<pre><code>protocol ProtocolWithAlias {
    typealias T
}

protocol AnotherProtocol {
    func someFunc() -&gt; ProtocolWithAlias
}
</code></pre>

<p>But I get the error: <code>Protocol 'ProtocolWithAlias' can only be used as a generic constraint because it has Self or associated type requirements</code>.</p>

<p>Is it possible to do something like this? The error message (or at least the ""<code>only be used as a generic constraint</code>"" part) doesn't seem to make much sense to me.</p>

<p>I'm using the latest Xcode 6 beta 3.</p>

<p>Thanks!</p>
","<p>Try this:</p>

<pre><code>func someFunc&lt;T:ProtocolWithAlias&gt;() -&gt; T
</code></pre>
"
224,24089450,0,21,swift,How can we create a generic Array Extension that sums Number types in Swift?,"<p>Swift lets you create an Array extension that sums Integer's with:</p>

<pre><code>extension Array {
    func sum() -&gt; Int {
        return self.map { $0 as Int }.reduce(0) { $0 + $1 }
    }
}
</code></pre>

<p>Which can now be used to sum <code>Int[]</code> like:</p>

<pre><code>[1,2,3].sum() //6
</code></pre>

<p>But how can we make a generic version that supports summing other Number types like <code>Double[]</code> as well?</p>

<pre><code>[1.1,2.1,3.1].sum() //fails
</code></pre>

<hr>

<p>This question is <strong>NOT how to sum numbers</strong>, but how to <strong>create a generic Array Extension</strong> to do it.</p>

<hr>

<h2>Getting Closer</h2>

<p>This is the closest I've been able to get if it helps anyone get closer to the solution:</p>

<p>You can create a protocol that can fulfills what we need to do, i.e:</p>

<pre><code>protocol Addable {
    func +(lhs: Self, rhs: Self) -&gt; Self
    init()
}
</code></pre>

<p>Then extend each of the types we want to support that conforms to the above protocol:</p>

<pre><code>extension Int : Addable {
}

extension Double : Addable {
}
</code></pre>

<p>And then add an extension with that constraint:</p>

<pre><code>extension Array {
    func sum&lt;T : Addable&gt;(min:T) -&gt; T
    {
        return self.map { $0 as T }.reduce(min) { $0 + $1 }
    }
}
</code></pre>

<p>Which can now be used against numbers that we've extended to support the protocol, i.e:</p>

<pre><code>[1,2,3].sum(0) //6
[1.1,2.1,3.1].sum(0.0) //6.3
</code></pre>

<p>Unfortunately I haven't been able to get it working without having to supply an argument, i.e:</p>

<pre><code>func sum&lt;T : Addable&gt;(x:T...) -&gt; T?
{
    return self.map { $0 as T }.reduce(T()) { $0 + $1 }
}
</code></pre>

<p>The modified method still works with 1 argument:</p>

<pre><code>[1,2,3].sum(0) //6
</code></pre>

<p>But is unable to resolve the method when calling it with no arguments, i.e:</p>

<pre><code>[1,2,3].sum() //Could not find member 'sum'
</code></pre>

<p>Adding <code>Integer</code> to the method signature also doesn't help method resolution:</p>

<pre><code>func sum&lt;T where T : Integer, T: Addable&gt;() -&gt; T?
{
    return self.map { $0 as T }.reduce(T()) { $0 + $1 }
}
</code></pre>

<p>But hopefully this will help others come closer to the solution.</p>

<hr>

<h3>Some Progress</h3>

<p>From @GabrielePetronella answer, it looks like we can call the above method if we explicitly specify the type on the call-site like:</p>

<pre><code>let i:Int = [1,2,3].sum()
let d:Double = [1.1,2.2,3.3].sum()
</code></pre>
","<pre><code>  3&gt; [1,2,3].reduce(0, +)
$R2: Int = 6

  4&gt; [1.1,2.1,3.1].reduce(0, +)
$R3: Double = 6.3000000000000007
</code></pre>

<p><a href=""http://www.weheartswift.com/higher-order-functions-map-filter-reduce-and-more/"" rel=""nofollow"">Map, Filter, Reduce and more</a></p>
"
51,24009050,10,21,swift,How do I access program arguments in Swift?,"<p>C and derivatives have <code>argc</code> and <code>argv</code> (and <code>envp</code>) parameters to their entry point functions, but Swift doesn't have one proper: top-level code is just code and it doesn't have parameters.</p>

<p>How can one access the equivalent of <code>argc</code> and <code>argv</code> in a Swift program?</p>
","<p>The compiler defines the global variables <code>C_ARGC : Int</code> and <code>C_ARGV : UnsafePointer&lt;CString&gt;</code> that contain this information.</p>
"
52,24009050,1,21,swift,How do I access program arguments in Swift?,"<p>C and derivatives have <code>argc</code> and <code>argv</code> (and <code>envp</code>) parameters to their entry point functions, but Swift doesn't have one proper: top-level code is just code and it doesn't have parameters.</p>

<p>How can one access the equivalent of <code>argc</code> and <code>argv</code> in a Swift program?</p>
","<pre><code>     import Foundation


     println(C_ARGC) //CInt    
     println(C_ARGV) // CString
</code></pre>

<p>As in the above code, you can use C_ARGC to get number of arguments. C_ARGV to get this arguments.</p>
"
53,24009050,11,21,swift,How do I access program arguments in Swift?,"<p>C and derivatives have <code>argc</code> and <code>argv</code> (and <code>envp</code>) parameters to their entry point functions, but Swift doesn't have one proper: top-level code is just code and it doesn't have parameters.</p>

<p>How can one access the equivalent of <code>argc</code> and <code>argv</code> in a Swift program?</p>
","<p>As soon as your app is up I'd use the process info:</p>

<pre><code>let args = NSProcessInfo.processInfo().arguments
print(args)
</code></pre>

<p>Nothing unsafe there, very convenient.</p>

<p>Note that you have to <code>import Foundation</code> (or <code>Cocoa</code> / <code>UIKit</code>).</p>
"
274,24118900,28,21,swift,"Using ""if let..."" with many expressions","<p>This idiom of Swift makes good sense</p>

<pre><code>if let x = someDict[someKey] { ... }
</code></pre>

<p>However, what I <em>really</em> want is </p>

<pre><code>if let x = someDict[someKey], y = someDict[someOtherKey] { ... }
</code></pre>

<p>As written this is not incorrect, but is this idea possible?</p>
","<p><strong>Update for Swift 1.2</strong></p>

<p>Since Swift 1.2, <code>if let</code> allows unwrapping multiple optionals, so you can now just write this, as in your example:</p>

<pre><code>if let x = someDict[someKey], y = someDict[someOtherKey] { â¦ }
</code></pre>

<p>You can even interleave conditions such as:</p>

<pre><code>if let x = someDict[someKey] where x == ""value"", y = someDict[someOtherKey] { â¦ }
</code></pre>

<hr/>

<p><strong>This used to be valid before Swift 1.2</strong></p>

<p>Here's how you would do it without an ugly force-upwrapping:</p>

<pre><code>switch (dict[""a""], dict[""b""]) {
case let (.Some(a), .Some(b)):
    println(""match"")
default:
    println(""no match"")
}
</code></pre>

<p>Still pretty verbose, actually.</p>

<p>This works because an optional type of the form <code>Type?</code> is actually shorthand for <code>Optional&lt;Type&gt;</code>, which is an enum that looks roughly like this:</p>

<pre><code>enum Optional&lt;T&gt; {
    case None
    case Some(T)
}
</code></pre>

<p>You can then use pattern matching as for any other enum.</p>

<p><strong>Edit:</strong> I've seen people write helper functions like this one (sorry for the lack of attribution, I don't remember where I saw it):</p>

<pre><code>func unwrap&lt;A, B&gt;(a: A?, b: B?) -&gt; (A, B)? {
    switch (a, b) {
    case let (.Some(a), .Some(b)):
        return (a, b)
    default:
        return nil
    }
}
</code></pre>

<p>Then you can keep using the <code>if let</code> construct, namely like this:</p>

<pre><code>if let (a, b) = unwrap(dict[""a""], dict[""b""]) {
    println(""match: \(a), \(b)"")
} else {
    println(""no match"")
}
</code></pre>
"
227,24089450,8,21,swift,How can we create a generic Array Extension that sums Number types in Swift?,"<p>Swift lets you create an Array extension that sums Integer's with:</p>

<pre><code>extension Array {
    func sum() -&gt; Int {
        return self.map { $0 as Int }.reduce(0) { $0 + $1 }
    }
}
</code></pre>

<p>Which can now be used to sum <code>Int[]</code> like:</p>

<pre><code>[1,2,3].sum() //6
</code></pre>

<p>But how can we make a generic version that supports summing other Number types like <code>Double[]</code> as well?</p>

<pre><code>[1.1,2.1,3.1].sum() //fails
</code></pre>

<hr>

<p>This question is <strong>NOT how to sum numbers</strong>, but how to <strong>create a generic Array Extension</strong> to do it.</p>

<hr>

<h2>Getting Closer</h2>

<p>This is the closest I've been able to get if it helps anyone get closer to the solution:</p>

<p>You can create a protocol that can fulfills what we need to do, i.e:</p>

<pre><code>protocol Addable {
    func +(lhs: Self, rhs: Self) -&gt; Self
    init()
}
</code></pre>

<p>Then extend each of the types we want to support that conforms to the above protocol:</p>

<pre><code>extension Int : Addable {
}

extension Double : Addable {
}
</code></pre>

<p>And then add an extension with that constraint:</p>

<pre><code>extension Array {
    func sum&lt;T : Addable&gt;(min:T) -&gt; T
    {
        return self.map { $0 as T }.reduce(min) { $0 + $1 }
    }
}
</code></pre>

<p>Which can now be used against numbers that we've extended to support the protocol, i.e:</p>

<pre><code>[1,2,3].sum(0) //6
[1.1,2.1,3.1].sum(0.0) //6.3
</code></pre>

<p>Unfortunately I haven't been able to get it working without having to supply an argument, i.e:</p>

<pre><code>func sum&lt;T : Addable&gt;(x:T...) -&gt; T?
{
    return self.map { $0 as T }.reduce(T()) { $0 + $1 }
}
</code></pre>

<p>The modified method still works with 1 argument:</p>

<pre><code>[1,2,3].sum(0) //6
</code></pre>

<p>But is unable to resolve the method when calling it with no arguments, i.e:</p>

<pre><code>[1,2,3].sum() //Could not find member 'sum'
</code></pre>

<p>Adding <code>Integer</code> to the method signature also doesn't help method resolution:</p>

<pre><code>func sum&lt;T where T : Integer, T: Addable&gt;() -&gt; T?
{
    return self.map { $0 as T }.reduce(T()) { $0 + $1 }
}
</code></pre>

<p>But hopefully this will help others come closer to the solution.</p>

<hr>

<h3>Some Progress</h3>

<p>From @GabrielePetronella answer, it looks like we can call the above method if we explicitly specify the type on the call-site like:</p>

<pre><code>let i:Int = [1,2,3].sum()
let d:Double = [1.1,2.2,3.3].sum()
</code></pre>
","<p>I think I found a reasonable way of doing it, borrowing some ideas from <a href=""https://github.com/scalaz/scalaz"">scalaz</a> and starting from your proposed implementation.
Basically what we want is to have typeclasses that represents monoids.</p>

<p>In other words, we need:</p>

<ul>
<li>an associative function</li>
<li>an identity value (i.e. a zero)</li>
</ul>

<p>Here's a proposed solution, which works around the swift type system limitations</p>

<p>First of all, our friendly <code>Addable</code> typeclass</p>

<pre><code>protocol Addable {
    class func add(lhs: Self, _ rhs: Self) -&gt; Self
    class func zero() -&gt; Self
}
</code></pre>

<p>Now let's make <code>Int</code> implement it.</p>

<pre><code>extension Int: Addable {
    static func add(lhs: Int, _ rhs: Int) -&gt; Int {
        return lhs + rhs
    }

    static func zero() -&gt; Int {
        return 0
    }
}
</code></pre>

<p>So far so good. Now we have all the pieces we need to build a generic `sum function:</p>

<pre><code>extension Array {
    func sum&lt;T : Addable&gt;() -&gt; T {
        return self.map { $0 as T }.reduce(T.zero()) { T.add($0, $1) }
    }
}
</code></pre>

<p>Let's test it</p>

<pre><code>let result: Int = [1,2,3].sum() // 6, yay!
</code></pre>

<p>Due to limitations of the type system, you need to explicitly cast the result type, since the compiler is not able to figure by itself that <code>Addable</code> resolves to <code>Int</code>.</p>

<p>So you cannot just do:</p>

<pre><code>let result = [1,2,3].sum()
</code></pre>

<p>I think it's a bearable drawback of this approach.</p>

<p>Of course, this is completely generic and it can be used on any class, for any kind of monoid.
The reason why I'm not using the default <code>+</code> operator, but I'm instead defining an <code>add</code> function, is that this allows <strong>any</strong> type to implement the <code>Addable</code> typeclass. If you use <code>+</code>, then a type which has no <code>+</code> operator defined, then you need to implement such operator in the global scope, which I kind of dislike.</p>

<p>Anyway, here's how it would work if you need for instance to make both <code>Int</code> and <code>String</code> 'multipliable', given that <code>*</code> is defined for <code>Int</code> but not for `String.</p>

<pre><code>protocol Multipliable {
    func *(lhs: Self, rhs: Self) -&gt; Self
    class func m_zero() -&gt; Self
}

func *(lhs: String, rhs: String) -&gt; String {
    return rhs + lhs
}
extension String: Multipliable {
    static func m_zero() -&gt; String {
        return """"
    }
}
extension Int: Multipliable {
    static func m_zero() -&gt; Int {
        return 1
    }
}

extension Array {
    func mult&lt;T: Multipliable&gt;() -&gt; T {
        return self.map { $0 as T }.reduce(T.m_zero()) { $0 * $1 }
    }
}

let y: String = [""hello"", "" "", ""world""].mult()
</code></pre>

<p>Now array of <code>String</code> can use the method <code>mult</code> to perform a reverse concatenation (just a silly example), and the implementation uses the <code>*</code> operator, newly defined for <code>String</code>, whereas <code>Int</code> keeps using its usual <code>*</code> operator and we only need to define a zero for the  monoid.</p>

<p>For code cleanness, I much prefer having the whole typeclass implementation to live in the <code>extension</code> scope, but I guess it's a matter of taste.</p>
"
226,24089450,0,21,swift,How can we create a generic Array Extension that sums Number types in Swift?,"<p>Swift lets you create an Array extension that sums Integer's with:</p>

<pre><code>extension Array {
    func sum() -&gt; Int {
        return self.map { $0 as Int }.reduce(0) { $0 + $1 }
    }
}
</code></pre>

<p>Which can now be used to sum <code>Int[]</code> like:</p>

<pre><code>[1,2,3].sum() //6
</code></pre>

<p>But how can we make a generic version that supports summing other Number types like <code>Double[]</code> as well?</p>

<pre><code>[1.1,2.1,3.1].sum() //fails
</code></pre>

<hr>

<p>This question is <strong>NOT how to sum numbers</strong>, but how to <strong>create a generic Array Extension</strong> to do it.</p>

<hr>

<h2>Getting Closer</h2>

<p>This is the closest I've been able to get if it helps anyone get closer to the solution:</p>

<p>You can create a protocol that can fulfills what we need to do, i.e:</p>

<pre><code>protocol Addable {
    func +(lhs: Self, rhs: Self) -&gt; Self
    init()
}
</code></pre>

<p>Then extend each of the types we want to support that conforms to the above protocol:</p>

<pre><code>extension Int : Addable {
}

extension Double : Addable {
}
</code></pre>

<p>And then add an extension with that constraint:</p>

<pre><code>extension Array {
    func sum&lt;T : Addable&gt;(min:T) -&gt; T
    {
        return self.map { $0 as T }.reduce(min) { $0 + $1 }
    }
}
</code></pre>

<p>Which can now be used against numbers that we've extended to support the protocol, i.e:</p>

<pre><code>[1,2,3].sum(0) //6
[1.1,2.1,3.1].sum(0.0) //6.3
</code></pre>

<p>Unfortunately I haven't been able to get it working without having to supply an argument, i.e:</p>

<pre><code>func sum&lt;T : Addable&gt;(x:T...) -&gt; T?
{
    return self.map { $0 as T }.reduce(T()) { $0 + $1 }
}
</code></pre>

<p>The modified method still works with 1 argument:</p>

<pre><code>[1,2,3].sum(0) //6
</code></pre>

<p>But is unable to resolve the method when calling it with no arguments, i.e:</p>

<pre><code>[1,2,3].sum() //Could not find member 'sum'
</code></pre>

<p>Adding <code>Integer</code> to the method signature also doesn't help method resolution:</p>

<pre><code>func sum&lt;T where T : Integer, T: Addable&gt;() -&gt; T?
{
    return self.map { $0 as T }.reduce(T()) { $0 + $1 }
}
</code></pre>

<p>But hopefully this will help others come closer to the solution.</p>

<hr>

<h3>Some Progress</h3>

<p>From @GabrielePetronella answer, it looks like we can call the above method if we explicitly specify the type on the call-site like:</p>

<pre><code>let i:Int = [1,2,3].sum()
let d:Double = [1.1,2.2,3.3].sum()
</code></pre>
","<p>From my understanding of the swift grammar, a <a href=""https://developer.apple.com/library/prerelease/ios/documentation/swift/conceptual/Swift_Programming_Language/Types.html#//apple_ref/swift/grammar/type-identifier"" rel=""nofollow"">type identifier</a> cannot be used with generic parameters, only a generic argument. Hence, the <a href=""https://developer.apple.com/library/prerelease/ios/documentation/swift/conceptual/Swift_Programming_Language/Declarations.html#//apple_ref/swift/grammar/extension-declaration"" rel=""nofollow"">extension declaration</a> can only be used with a concrete type.</p>
"
225,24089450,1,21,swift,How can we create a generic Array Extension that sums Number types in Swift?,"<p>Swift lets you create an Array extension that sums Integer's with:</p>

<pre><code>extension Array {
    func sum() -&gt; Int {
        return self.map { $0 as Int }.reduce(0) { $0 + $1 }
    }
}
</code></pre>

<p>Which can now be used to sum <code>Int[]</code> like:</p>

<pre><code>[1,2,3].sum() //6
</code></pre>

<p>But how can we make a generic version that supports summing other Number types like <code>Double[]</code> as well?</p>

<pre><code>[1.1,2.1,3.1].sum() //fails
</code></pre>

<hr>

<p>This question is <strong>NOT how to sum numbers</strong>, but how to <strong>create a generic Array Extension</strong> to do it.</p>

<hr>

<h2>Getting Closer</h2>

<p>This is the closest I've been able to get if it helps anyone get closer to the solution:</p>

<p>You can create a protocol that can fulfills what we need to do, i.e:</p>

<pre><code>protocol Addable {
    func +(lhs: Self, rhs: Self) -&gt; Self
    init()
}
</code></pre>

<p>Then extend each of the types we want to support that conforms to the above protocol:</p>

<pre><code>extension Int : Addable {
}

extension Double : Addable {
}
</code></pre>

<p>And then add an extension with that constraint:</p>

<pre><code>extension Array {
    func sum&lt;T : Addable&gt;(min:T) -&gt; T
    {
        return self.map { $0 as T }.reduce(min) { $0 + $1 }
    }
}
</code></pre>

<p>Which can now be used against numbers that we've extended to support the protocol, i.e:</p>

<pre><code>[1,2,3].sum(0) //6
[1.1,2.1,3.1].sum(0.0) //6.3
</code></pre>

<p>Unfortunately I haven't been able to get it working without having to supply an argument, i.e:</p>

<pre><code>func sum&lt;T : Addable&gt;(x:T...) -&gt; T?
{
    return self.map { $0 as T }.reduce(T()) { $0 + $1 }
}
</code></pre>

<p>The modified method still works with 1 argument:</p>

<pre><code>[1,2,3].sum(0) //6
</code></pre>

<p>But is unable to resolve the method when calling it with no arguments, i.e:</p>

<pre><code>[1,2,3].sum() //Could not find member 'sum'
</code></pre>

<p>Adding <code>Integer</code> to the method signature also doesn't help method resolution:</p>

<pre><code>func sum&lt;T where T : Integer, T: Addable&gt;() -&gt; T?
{
    return self.map { $0 as T }.reduce(T()) { $0 + $1 }
}
</code></pre>

<p>But hopefully this will help others come closer to the solution.</p>

<hr>

<h3>Some Progress</h3>

<p>From @GabrielePetronella answer, it looks like we can call the above method if we explicitly specify the type on the call-site like:</p>

<pre><code>let i:Int = [1,2,3].sum()
let d:Double = [1.1,2.2,3.3].sum()
</code></pre>
","<p>Here's a silly implementation:</p>

<pre><code>extension Array {
    func sum(arr:Array&lt;Int&gt;) -&gt; Int {
        return arr.reduce(0, {(e1:Int, e2:Int) -&gt; Int in return e1 + e2})
    }
    func sum(arr:Array&lt;Double&gt;) -&gt; Double {
        return arr.reduce(0, {(e1:Double, e2:Double) -&gt; Double in return e1 + e2})
    }
}
</code></pre>

<p>It's silly because you have to say <code>arr.sum(arr)</code>. In other words, it isn't encapsulated; it's a ""free"" function <code>sum</code> that just happens to be hiding inside Array. Thus I failed to solve the problem you're <em>really</em> trying to solve.</p>
"
848,25343330,23,21,swift,Subclassing NSObject in Swift - Best Practice with Initializers,"<p>Here is the layout of an example Class, can someone guide me on what's best practice when creating a subclass of NSObject?</p>

<pre><code>class MyClass: NSObject {

    var someProperty: NSString! = nil

    override init() {
        self.someProperty = ""John""
        super.init()
    }

    init(fromString string: NSString) {
        self.someProperty = string
        super.init()
    }

}
</code></pre>

<p>Is this correct, am I following best practice here?</p>

<p>I wonder if I'm correctly setting up the initializers (one that sets the string to a default, and one which I can pass in a string)?</p>

<p>Should I call <code>super.init()</code> at the end of each of the initializers?</p>

<p>Should my more <strong>specific</strong> (the one that takes a string) initializer simply call <code>self.init()</code> at the end rather than <code>super.init()</code>?</p>

<p>What is the right way to set up the initializers in Swift when subclassing <code>NSObject</code>? - and how should I call the super init ?</p>

<p>This question (albeit in Objective C) suggests you should have an init, which you always call and simply set the properties in more specific inits: <a href=""http://stackoverflow.com/questions/2026914/objective-c-multiple-initialisers"">Objective-C Multiple Initialisers</a></p>
","<p>I'm not Swift ninja but I would write <code>MyClass</code> as:</p>

<pre><code>class MyClass: NSObject {

    var someProperty: NSString // no need (!). It will be initialised from controller 

    init(fromString string: NSString) {
        self.someProperty = string
        super.init()
    }

    convenience override init() {
        self.init(fromString:""John"") // calls above mentioned controller with default name
    }        
}
</code></pre>

<hr>

<p>See <kbd><a href=""https://developer.apple.com/library/prerelease/ios/documentation/Swift/Conceptual/Swift_Programming_Language/Initialization.html#//apple_ref/doc/uid/TP40014097-CH18-XID_306"">Initialization section</a></kbd></p>
"
54,24009050,33,21,swift,How do I access program arguments in Swift?,"<p>C and derivatives have <code>argc</code> and <code>argv</code> (and <code>envp</code>) parameters to their entry point functions, but Swift doesn't have one proper: top-level code is just code and it doesn't have parameters.</p>

<p>How can one access the equivalent of <code>argc</code> and <code>argv</code> in a Swift program?</p>
","<p><code>Process.arguments</code> is your friend!</p>

<p>Fortunately this is much easier, and built in: no importing anything, no getting your hands dirty with C, objective or otherwise.</p>

<p>Consider this, let's call it <code>args.swift</code>:</p>

<p><strong>Swift 2</strong> version:</p>

<pre><code>var c = 0;
for arg in Process.arguments {
    println(""argument \(c) is: \(arg)"")
    c++
}
</code></pre>

<p><strong>Swift 3</strong> version:</p>

<pre><code>var c = 0;
for arg in CommandLine.arguments {
    print(""argument \(c) is: \(arg)"")
    c += 1
}
</code></pre>

<p>We can compile and run it like this:</p>

<pre><code>$ swift -o args args.swift &amp;&amp; ./args fee fi fo fum
argument 0 is: ./args
argument 1 is: fee
argument 2 is: fi
argument 3 is: fo
argument 4 is: fum
</code></pre>

<p>Note that the first argument is the program name, as you might expect.</p>

<p>It seems every argument is a String, as you might also expect.</p>

<p>I hope very much that <code>Process</code> becomes more useful as Swift matures, but right now it seems to only give you the arguments.  Which is a lot, if you're trying to write a pure-Swift program.</p>
"
